word,meaning
ไชย,"{'คำคุณศัพท์': ['ดีกว่า, เจริญกว่า', 'ชัย']}"
ชโย,{'คำนาม': ['ความชนะ']}
เปรม,"{'คำกริยา': ['สบาย, รื่นเริง, อิ่มใจ'], 'คำนาม': ['ความรัก, ความชอบใจ']}"
พิราลัย,"{'คำกริยา': ['ตาย (เดิมใช้แก่เจ้าประเทศราช สมเด็จเจ้าพระยา ภายหลังใช้แก่ผู้ที่ทรงพระกรุณาโปรดเกล้าโปรดกระหม่อมเป็นการเฉพาะราย), ใช้ว่า ถึงแก่พิราลัย']}"
อำเภอใจ,{'คำนาม': ['ความคิดเห็นโดยเอาแต่ใจตัว']}
เหน็ดเหนื่อย,"{'คำกริยา': ['อ่อนเพลียเพราะทำงานเป็นต้น, เหนื่อยเหน็ด ก็ว่า']}"
เหนื่อยเหน็ด,"{'คำกริยา': ['อ่อนเพลียเพราะทำงานเป็นต้น, เหน็ดเหนื่อย ก็ว่า']}"
อ่อนเพลีย,"{'คำคุณศัพท์': ['มีแรงลดน้อยถอยลง, ถอยกำลัง']}"
ภูมิใจ,"{'คำกริยา': ['กระหยิ่มใจ, รู้สึกว่ามีเกียรติยศ']}"
ผอง,"{'คำคุณศัพท์': ['ทั้งปวง, ทั้งหมด']}"
ฟากฟ้า,{'คำนาม': ['ท้องฟ้า']}
สดุดี,"{'คำกริยา': ['ยกย่อง, สรรเสริญ']}"
พระทรงชัย,{'คำนาม': ['กษัตริย์']}
พระทรงภพ,{'คำนาม': ['กษัตริย์']}
พระทรงศรี,{'คำนาม': ['กษัตริย์']}
พระทรงศักดิ์,{'คำนาม': ['กษัตริย์']}
พระทรงธรรม,{'คำนาม': ['กษัตริย์']}
พระทรงโค,{'คำนาม': ['พระเป็นเจ้าผู้มีโคเป็นพาหนะ หมายถึง พระอิศวร']}
พระทรงครุฑ,{'คำนาม': ['พระเป็นเจ้าผู้มีครุฑเป็นพาหนะ หมายถึง พระนารายณ์']}
พระทรงหงส์,{'คำนาม': ['พระเป็นเจ้าผู้มีหงส์เป็นพาหนะ หมายถึง พระพรหม']}
พระทรงศร,{'คำนาม': ['พระเป็นเจ้าผู้มีศรเป็นอาวุธ หมายถึง พระนารายณ์']}
พระทรงสังข์,{'คำนาม': ['พระเป็นเจ้าผู้มีสังข์เป็นอาวุธ หมายถึง พระนารายณ์']}
หล่อเลี้ยง,{'คำกริยา': ['ยังชีพไว้']}
ล้ำเลิศ,"{'คำคุณศัพท์': ['ดียิ่ง, ประเสริฐ']}"
ไท้,{'คำนาม': ['ผู้เป็นใหญ่']}
ปรัชญา,{'คำนาม': ['วิชาว่าด้วยหลักแห่งความรู้และความจริง']}
ปฐพี,{'คำนาม': ['แผ่นดิน']}
คำขวัญ,{'คำนาม': ['ถ้อยคำที่แต่งขึ้นเพื่อเตือนใจหรือเพื่อให้เป็นสิริมงคล']}
สามัคคี,"{'คำนาม': ['ความพร้อมเพรียงกัน, ความปรองดองกัน'], 'คำคุณศัพท์': ['ที่พร้อมเพรียงกันทำ, ที่ร่วมมือร่วมใจกันทำ']}"
แบ่งปัน,"{'คำกริยา': ['แบ่งส่วนให้บ้าง, แบ่งให้บางส่วน']}"
อดออม,"{'คำกริยา': ['ประหยัด, กระเหม็ดกระแหม่, ออมอด ก็ว่า']}"
ออมอด,"{'คำกริยา': ['ประหยัด, กระเหม็ดกระแหม่, อดออม ก็ว่า']}"
มิตร,{'คำนาม': ['เพื่อนรักใคร่คุ้นเคย']}
หวาด,"{'คำกริยา': ['สะดุ้งกลัว, กริ่งเกรง, เสียว, หวั่น']}"
จิ้ม,"{'คำกริยา': ['จุ่ม, จุ้ม', 'เอาสิ่งใดสิ่งหนึ่งทิ่มหรือแทงเบา ๆ', 'เอาสิ่งใดสิ่งหนึ่งแตะ ๆ', 'แทง (ด้วยมีด)', 'ฉีดยา']}"
เสียบ,"{'คำกริยา': ['แทงคาไว้', 'เอาของดันลงบนปลายสิ่งที่แหลม ๆ', 'เหน็บ', 'ยืนตัวแข็งทื่อต่อหน้าผู้ใหญ่เป็นการแสดงกิริยาไม่อ่อนน้อม เรียกว่า ยืนเสียบ'], 'คำนาม': ['ชื่อหอยทะเลกาบคู่หลายชนิด หลายสกุล หลายวงศ์ เช่น ชนิด Donax faba ในวงศ์ Donacidae เปลือกรูปสามเหลี่ยม สีเหลืองนวล ลายสลับสีเข้มหลากสี เช่น น้ำตาลเข้ม ฝังตัวอยู่ตามหาดทรายในระดับน้ำขึ้นน้ำลง นำมาดองน้ำปลา']}"
